Timestamp_Seconds,Delta,Instant_Velocity,Smoothed_Velocity,Gesture_Type
8.7354,-140,14249.38,14707.60,Touchpad DOWN
8.7396,-159,37210.93,21458.60,Touchpad DOWN
8.7548,-291,19180.67,20775.22,Touchpad DOWN
8.7595,-131,27617.68,22827.96,Touchpad DOWN
8.7660,-44,6867.21,18039.73,Touchpad DOWN
8.7985,-491,15090.52,17154.97,Touchpad DOWN
8.8349,-666,18287.80,17494.82,Touchpad DOWN
8.9096,-1212,16217.21,10479.09,Touchpad DOWN
8.9436,-506,14922.15,11812.01,Touchpad DOWN
9.0556,-1429,12758.01,4374.26,Touchpad DOWN
9.0960,-433,10702.91,5243.59,Touchpad DOWN
9.1057,-99,10208.63,6733.10,Touchpad DOWN
9.1458,-364,9072.38,7434.89,Touchpad DOWN
9.1735,-203,7348.46,7408.96,Touchpad DOWN
9.3046,-434,3309.71,1403.86,Touchpad DOWN
9.4152,-66,596.67,232.73,Touchpad DOWN
9.4571,-1,23.87,170.07,Touchpad DOWN
10.0028,-194,355.52,106.66,Touchpad DOWN
10.0125,-85,8721.89,2691.22,Touchpad DOWN
10.0160,-84,24581.14,9258.20,Touchpad DOWN
10.0233,-89,12043.65,10093.84,Touchpad DOWN
10.0319,-105,12285.94,10751.47,Touchpad DOWN
10.0393,-111,15042.58,12038.80,Touchpad DOWN
10.0447,-127,23234.61,15397.54,Touchpad DOWN
10.0537,-139,15557.67,15445.58,Touchpad DOWN
10.0666,-290,22500.38,17562.02,Touchpad DOWN
10.0720,-154,28474.82,20835.86,Touchpad DOWN
10.0941,-97,4385.46,15900.74,Touchpad DOWN
10.0949,-83,98341.03,40632.83,Touchpad DOWN
10.0956,148,209361.55,91251.44,Touchpad UP
10.1176,-151,6865.92,65935.79,Touchpad DOWN
10.2208,-1580,15312.70,7251.74,Touchpad DOWN
10.2685,-610,12802.04,7222.38,Touchpad DOWN
10.4008,-1383,10446.61,3326.10,Touchpad DOWN
10.4437,-297,6929.65,4407.17,Touchpad DOWN
10.4961,-242,4622.01,3357.52,Touchpad DOWN
10.5743,-186,2376.47,1322.15,Touchpad DOWN
10.5965,-30,1355.96,1332.29,Touchpad DOWN
10.6659,-30,432.26,624.80,Touchpad DOWN
11.2181,171,309.67,92.90,Touchpad UP
11.2230,73,14671.72,4466.55,Touchpad UP
11.2281,88,17279.90,8310.55,Touchpad UP
11.2348,104,15595.00,10495.89,Touchpad UP
11.2413,124,18958.00,13034.52,Touchpad UP
11.2492,141,17888.59,14490.74,Touchpad UP
11.2555,138,21990.58,16740.69,Touchpad UP
11.2813,450,17469.96,16959.47,Touchpad UP
11.2820,-323,414553.30,136237.62,Touchpad DOWN
11.2958,107,7774.90,97698.80,Touchpad UP
11.3018,114,18862.70,74047.97,Touchpad UP
11.4232,2098,17282.21,7550.62,Touchpad UP
11.5717,2012,13553.00,4119.62,Touchpad UP
11.6104,412,10632.21,6073.40,Touchpad UP
11.6489,382,9936.71,7232.39,Touchpad UP
11.7841,630,4657.80,1773.36,Touchpad UP
11.8328,119,2446.64,1558.63,Touchpad UP
11.8352,5,2028.78,1699.68,Touchpad UP
11.8782,57,1326.12,1587.61,Touchpad UP
11.9148,22,600.79,1291.56,Touchpad UP
11.9881,11,150.26,461.72,Touchpad UP
12.3447,129,361.70,108.51,Touchpad UP
12.3522,67,8898.90,2745.63,Touchpad UP
12.3588,71,10779.93,5155.92,Touchpad UP
12.3658,69,9835.75,6559.87,Touchpad UP
12.3727,68,9899.44,7561.74,Touchpad UP
12.3978,210,8371.94,7804.80,Touchpad UP
12.4000,69,31618.81,14949.00,Touchpad UP
12.4462,-344,7440.39,12696.42,Touchpad DOWN
12.4760,223,7476.24,11130.37,Touchpad UP
12.5264,283,5617.26,6234.83,Touchpad UP
12.6192,241,2595.81,1195.01,Touchpad UP
12.6490,42,1413.27,1260.49,Touchpad UP
12.6836,30,867.20,1142.50,Touchpad UP
12.8040,1,8.30,9.97,Touchpad UP
13.0672,97,368.54,110.56,Touchpad UP
13.0739,58,8663.45,2676.43,Touchpad UP
13.0807,71,10437.25,5004.67,Touchpad UP
13.1049,231,9527.54,6361.53,Touchpad UP
13.1083,73,21972.31,11044.77,Touchpad UP
13.1395,137,4386.11,9047.17,Touchpad UP
13.1401,25,41527.76,18791.35,Touchpad UP
13.2060,281,4265.85,4679.10,Touchpad UP
13.2571,238,4651.30,3144.78,Touchpad UP
13.3521,191,2011.25,920.64,Touchpad UP
13.4499,39,398.77,178.60,Touchpad UP
13.4943,2,45.06,138.53,Touchpad UP
13.7063,-64,301.85,90.66,Touchpad DOWN
13.7130,-16,2410.00,786.47,Touchpad DOWN
13.7197,-17,2515.19,1305.08,Touchpad DOWN
13.7281,-19,2267.71,1593.87,Touchpad DOWN
13.7343,-17,2732.76,1935.54,Touchpad DOWN
13.7413,-18,2573.63,2126.97,Touchpad DOWN
13.7530,-18,1538.88,1950.54,Touchpad DOWN
13.7551,-14,6758.00,3392.78,Touchpad DOWN
13.7681,-13,998.81,2674.59,Touchpad DOWN
13.7691,-14,14367.57,6182.48,Touchpad DOWN
13.7779,-11,1243.83,4700.89,Touchpad DOWN
13.7823,-15,3393.45,4308.66,Touchpad DOWN
13.7897,-15,2030.09,3625.09,Touchpad DOWN
13.7965,-13,1908.64,3110.15,Touchpad DOWN
13.8137,-25,1455.24,2613.68,Touchpad DOWN
13.8174,-13,3538.81,2891.22,Touchpad DOWN
13.8242,-14,2055.53,2640.51,Touchpad DOWN
13.8313,-11,1544.66,2311.75,Touchpad DOWN
13.8570,-33,1285.41,2003.85,Touchpad DOWN
13.8591,-10,4660.34,2800.80,Touchpad DOWN
13.8686,-10,1056.13,2277.40,Touchpad DOWN
13.8733,-9,1927.82,2172.53,Touchpad DOWN
13.8798,-7,1068.96,1841.46,Touchpad DOWN
13.8873,-6,798.13,1528.46,Touchpad DOWN
13.8946,-8,1104.82,1401.37,Touchpad DOWN
14.2486,-48,135.58,40.68,Touchpad DOWN
14.2554,-15,2190.62,685.66,Touchpad DOWN
14.2637,-16,1947.84,1064.31,Touchpad DOWN
14.2708,-22,3070.30,1666.11,Touchpad DOWN
14.2762,-25,4677.38,2569.49,Touchpad DOWN
14.2832,-28,3984.41,2993.97,Touchpad DOWN
14.2973,-34,2408.08,2818.20,Touchpad DOWN
14.2992,-33,17292.86,7160.60,Touchpad DOWN
14.3061,-34,4965.92,6502.19,Touchpad DOWN
14.3108,-31,6586.80,6527.58,Touchpad DOWN
14.3368,-69,2654.40,5365.62,Touchpad DOWN
14.3381,-16,11817.02,7301.04,Touchpad DOWN
14.3459,-17,2180.39,5764.85,Touchpad DOWN
14.3530,-7,991.80,4332.93,Touchpad DOWN
14.4531,-91,909.16,798.59,Touchpad DOWN
14.4992,-16,347.04,458.07,Touchpad DOWN
14.7555,-94,366.71,110.01,Touchpad DOWN
14.7623,-38,5598.10,1756.44,Touchpad DOWN
14.7690,-50,7492.24,3477.18,Touchpad DOWN
14.7769,-59,7467.45,4674.26,Touchpad DOWN
14.7836,-55,8155.51,5718.64,Touchpad DOWN
14.7908,-50,6995.40,6101.67,Touchpad DOWN
14.7982,-50,6724.87,6288.63,Touchpad DOWN
14.8055,-46,6274.81,6284.48,Touchpad DOWN
14.8126,-43,6050.76,6214.37,Touchpad DOWN
14.8328,314,15564.75,9019.48,Touchpad UP
14.8496,-24,1433.22,6743.60,Touchpad DOWN
14.9286,-301,3809.52,3075.98,Touchpad DOWN
14.9915,-124,1969.61,1721.69,Touchpad DOWN
15.0684,-38,494.12,781.10,Touchpad DOWN
15.0921,-3,126.53,584.73,Touchpad DOWN
15.4222,-91,275.72,82.71,Touchpad DOWN
15.4296,-36,4828.13,1506.34,Touchpad DOWN
15.4365,-37,5363.00,2663.34,Touchpad DOWN
15.4434,-38,5536.65,3525.33,Touchpad DOWN
15.4520,-39,4534.89,3828.20,Touchpad DOWN
15.4587,-22,3304.49,3671.09,Touchpad DOWN
15.4753,-36,2166.42,3219.69,Touchpad DOWN
15.5806,-247,2345.71,1011.52,Touchpad DOWN
15.5975,-22,1302.78,1098.89,Touchpad DOWN
15.6225,-27,1078.53,1092.78,Touchpad DOWN
15.6854,-19,302.01,462.00,Touchpad DOWN
15.9027,-138,635.05,190.52,Touchpad DOWN
15.9092,-53,8174.53,2585.72,Touchpad DOWN
15.9182,-57,6368.55,3720.57,Touchpad DOWN
15.9225,-60,13746.56,6728.37,Touchpad DOWN
15.9304,-62,7832.03,7059.46,Touchpad DOWN
15.9402,-63,6421.88,6868.19,Touchpad DOWN
16.0465,-528,4967.38,1807.99,Touchpad DOWN
16.0799,-116,3474.83,2308.04,Touchpad DOWN
16.1724,-122,1319.01,648.47,Touchpad DOWN
16.2995,-19,149.45,63.67,Touchpad DOWN
16.3953,146,1524.63,466.56,Touchpad UP
16.4073,65,5436.07,1957.41,Touchpad UP
16.4087,68,45802.58,15110.96,Touchpad UP
16.4172,70,8248.39,13052.19,Touchpad UP
16.4227,69,12614.17,12920.79,Touchpad UP
16.4498,130,4801.47,10484.99,Touchpad UP
16.4514,22,13472.72,11381.31,Touchpad UP
16.5064,206,3745.69,5903.82,Touchpad UP
16.5382,123,3863.52,5291.73,Touchpad UP
16.6259,149,1699.60,1145.80,Touchpad UP
16.6799,36,666.37,1001.97,Touchpad UP
16.7095,8,270.18,782.43,Touchpad UP
16.7466,4,107.83,372.26,Touchpad UP
16.8822,145,1069.94,325.54,Touchpad UP
16.8889,72,10761.91,3456.45,Touchpad UP
16.8988,74,7434.22,4649.78,Touchpad UP
16.9052,67,10446.00,6388.65,Touchpad UP
16.9101,60,12181.53,8126.51,Touchpad UP
16.9295,53,2742.86,6511.42,Touchpad UP
16.9327,15,4610.48,5941.14,Touchpad UP
17.0635,256,1957.00,795.87,Touchpad UP
17.1838,50,415.73,146.29,Touchpad UP
17.2009,1,58.56,119.97,Touchpad UP
17.3691,173,1028.16,308.74,Touchpad UP
17.3869,147,8298.29,2705.61,Touchpad UP
17.3904,68,19316.81,7688.97,Touchpad UP
17.3964,61,10058.68,8399.88,Touchpad UP
17.4056,50,5440.08,7511.94,Touchpad UP
17.4098,36,8588.53,7834.92,Touchpad UP
17.4174,22,2922.77,6361.27,Touchpad UP
17.5347,349,2973.96,1075.03,Touchpad UP
17.5603,52,2029.89,1361.49,Touchpad UP
17.5791,31,1649.60,1447.92,Touchpad UP
17.6331,44,814.31,1257.84,Touchpad UP
17.6841,16,314.20,653.07,Touchpad UP
17.8824,123,620.23,186.22,Touchpad UP
17.8919,50,5251.15,1705.70,Touchpad UP
17.8975,47,8474.43,3736.32,Touchpad UP
17.9140,69,4174.52,3867.78,Touchpad UP
17.9521,37,970.85,2998.70,Touchpad UP
18.0287,95,1240.75,978.18,Touchpad UP
18.1508,34,278.45,114.76,Touchpad UP
18.3757,180,800.09,240.03,Touchpad UP
18.3832,65,8678.33,2771.52,Touchpad UP
18.4047,166,7718.92,4255.74,Touchpad UP
18.4105,43,7424.77,5206.45,Touchpad UP
18.4465,19,528.58,3803.09,Touchpad UP
18.5395,173,1860.07,867.84,Touchpad UP
18.5665,28,1034.78,917.92,Touchpad UP
18.5876,15,712.66,856.35,Touchpad UP
18.6711,19,227.61,130.52,Touchpad UP
18.8206,192,1284.15,385.52,Touchpad UP
18.8282,78,10275.96,3352.65,Touchpad UP
18.8493,226,10688.78,5553.49,Touchpad UP
18.8557,66,10291.62,6974.93,Touchpad UP
18.8617,25,4200.02,6142.46,Touchpad UP
18.8908,-363,12470.68,8040.92,Touchpad DOWN
18.9240,227,6829.99,7677.64,Touchpad UP
18.9244,-99,273902.44,87545.08,Touchpad DOWN
18.9637,211,5364.34,62890.86,Touchpad UP
18.9646,-87,94388.11,72340.03,Touchpad DOWN
19.0593,264,2788.39,5563.00,Touchpad UP
19.0598,-78,165900.46,53664.24,Touchpad DOWN
19.0984,57,1475.73,38007.68,Touchpad UP
19.0987,-19,66855.52,46662.03,Touchpad DOWN
19.0999,1,862.32,32922.12,Touchpad UP
19.1268,25,927.63,23323.77,Touchpad UP
19.1275,-10,15224.33,20893.94,Touchpad DOWN
19.1668,16,407.13,14747.90,Touchpad UP
19.1671,-11,33192.33,20281.23,Touchpad DOWN
19.2534,8,92.69,3095.84,Touchpad UP
19.2536,-6,24221.20,9433.45,Touchpad DOWN
