Timestamp_Seconds,Delta,Instant_Velocity,Smoothed_Velocity,Gesture_Type
3.0950,-709,19513.77,16532.11,Touchpad DOWN
3.0970,-40,20211.08,17635.80,Touchpad DOWN
3.1392,-779,18486.52,17891.02,Touchpad DOWN
3.1731,-594,17522.24,17780.38,Touchpad DOWN
3.2750,-1585,15551.65,5457.06,Touchpad DOWN
3.2921,-235,13697.16,7929.09,Touchpad DOWN
3.3056,-173,12882.87,9415.22,Touchpad DOWN
3.4235,-1357,11503.65,3706.27,Touchpad DOWN
3.4252,-19,11423.71,6021.50,Touchpad DOWN
3.4571,-297,9297.23,7004.22,Touchpad DOWN
3.4717,-116,7988.10,7299.39,Touchpad DOWN
3.5603,-185,2086.95,1119.54,Touchpad DOWN
3.5680,-120,15540.21,5445.74,Mouse DOWN
3.5720,-131,32929.03,13690.73,Touchpad DOWN
3.5872,-284,18744.31,15206.80,Touchpad DOWN
3.6022,-70,4668.12,12045.20,Touchpad DOWN
3.6191,-306,18030.89,13840.91,Touchpad DOWN
3.6732,-920,17019.18,10538.67,Touchpad DOWN
3.7001,-413,15319.19,11972.82,Touchpad DOWN
3.7719,-1057,14726.14,8139.71,Touchpad DOWN
3.7841,-160,13121.04,9634.11,Touchpad DOWN
3.8057,-269,12452.19,10479.53,Touchpad DOWN
3.8324,-328,12275.10,11018.20,Touchpad DOWN
3.8961,-695,10908.81,7075.87,Touchpad DOWN
4.0414,-826,5687.57,1769.65,Touchpad DOWN
4.0507,-36,3870.47,2399.90,Touchpad DOWN
4.0709,-67,3319.69,2675.83,Touchpad DOWN
4.1562,-276,3235.22,2029.01,Touchpad DOWN
4.1758,-207,10522.49,4577.06,Touchpad DOWN
4.1770,-103,87399.01,29423.64,Touchpad DOWN
4.1906,-586,43166.58,33546.52,Touchpad DOWN
4.2227,-293,9124.35,26219.87,Touchpad DOWN
4.2521,-378,12841.99,22206.51,Touchpad DOWN
4.3059,-617,11477.18,12198.97,Touchpad DOWN
4.3602,-534,9835.36,7626.61,Touchpad DOWN
4.4507,-567,6263.04,2392.60,Touchpad DOWN
4.5963,-266,1826.79,560.73,Touchpad DOWN
4.6286,423,13115.82,4327.26,Touchpad UP
4.6375,147,16418.90,7954.75,Touchpad UP
4.6419,145,33537.78,15629.66,Touchpad UP
4.6489,143,20451.65,17076.26,Touchpad UP
4.6595,76,7120.58,14089.55,Touchpad UP
4.7393,1463,18340.98,7103.31,Touchpad UP
4.7796,670,16622.70,7455.63,Touchpad UP
4.8193,628,15813.50,7937.81,Touchpad UP
4.9541,1818,13488.68,4078.45,Touchpad UP
4.9893,394,11177.70,6208.22,Touchpad UP
5.0251,373,10435.19,7476.31,Touchpad UP
5.1154,600,6647.00,2634.76,Mouse UP
5.1449,147,4967.31,3334.53,Touchpad UP
5.1473,9,3761.33,3462.57,Touchpad UP
5.1997,418,7983.18,3947.49,Touchpad UP
5.2049,142,27339.51,10965.09,Touchpad UP
5.2201,273,17917.92,13050.94,Touchpad UP
5.2247,54,11866.94,12695.74,Touchpad UP
5.2869,731,11745.11,8724.91,Touchpad UP
5.3060,325,17045.97,11221.22,Touchpad UP
5.3415,572,16085.21,12680.42,Touchpad UP
5.4145,1086,14879.30,8266.91,Touchpad UP
5.4311,206,12450.49,9521.99,Touchpad UP
5.4690,518,13658.79,8130.05,Touchpad UP
5.5722,1143,11080.96,3699.73,Touchpad UP
5.6690,621,6409.25,1999.88,Touchpad UP
5.7063,158,4241.93,2082.23,Touchpad UP
5.7456,157,3990.92,2110.00,Touchpad UP
5.7535,103,13093.69,5405.11,Touchpad UP
5.7601,120,18041.96,9196.16,Mouse UP
5.7913,457,14693.39,10845.33,Touchpad UP
5.7981,62,9007.20,10293.89,Touchpad UP
5.8289,469,15268.23,9389.31,Touchpad UP
5.8426,188,13639.78,10664.45,Touchpad UP
5.8632,296,14379.86,11779.07,Touchpad UP
5.9132,660,13211.42,9174.95,Touchpad UP
6.0466,1383,10364.99,3505.47,Touchpad UP
6.0639,147,8488.97,5000.52,Touchpad UP
6.0934,203,6889.20,5567.13,Touchpad UP
6.2000,392,3677.76,1558.38,Touchpad UP
6.2251,59,2347.90,1795.24,Touchpad UP
6.2376,23,1847.11,1810.80,Touchpad UP
6.3137,61,801.07,528.32,Touchpad UP
6.4070,91,975.25,351.49,Touchpad UP
6.4181,66,5930.38,2025.16,Touchpad UP
6.4195,67,50652.19,16613.27,Touchpad UP
6.4415,142,6448.79,13563.93,Touchpad UP
6.4418,30,92385.55,37210.41,Touchpad UP
6.4574,-278,17811.30,31390.68,Touchpad DOWN
6.5068,237,4803.71,14323.52,Touchpad UP
6.5442,155,4142.27,11269.14,Touchpad UP
6.5444,-55,253780.77,84022.63,Touchpad DOWN
6.5644,61,3055.03,59732.35,Touchpad UP
6.5646,-24,94965.37,70302.26,Touchpad DOWN
6.7333,99,586.99,180.15,Touchpad UP
6.7335,-62,311806.77,93668.14,Touchpad DOWN
6.7752,1,23.98,65574.89,Touchpad UP
6.7762,-1,967.10,46192.55,Touchpad DOWN
7.0150,288,1205.84,364.49,Touchpad UP
7.0172,120,55273.06,16837.06,Mouse UP
7.0258,119,13872.98,15947.84,Touchpad UP
7.0314,109,19394.19,16981.74,Touchpad UP
7.0388,93,12559.82,15655.16,Touchpad UP
7.0636,83,3350.82,11963.86,Touchpad UP
7.1056,562,13363.11,12383.64,Touchpad UP
7.1539,616,12758.15,9346.93,Touchpad UP
7.2612,1136,10584.29,3318.88,Touchpad UP
7.3034,323,7653.58,3679.08,Touchpad UP
7.3370,214,6386.16,4491.20,Touchpad UP
7.4415,304,2908.83,1363.61,Touchpad UP
7.4634,44,2007.94,1556.91,Touchpad UP
7.4893,35,1352.05,1495.45,Touchpad UP
7.5520,37,589.42,439.50,Touchpad UP
7.6376,16,187.01,120.73,Touchpad UP
7.7188,264,3252.00,989.78,Touchpad UP
7.7279,128,14043.92,4906.02,Touchpad UP
7.7422,256,17934.56,8814.58,Touchpad UP
7.7460,116,30498.29,15319.69,Touchpad UP
7.7668,56,2684.42,11529.11,Touchpad UP
7.7681,17,13677.95,12173.76,Touchpad UP
7.7939,432,16728.73,13540.25,Touchpad UP
7.8098,242,15206.77,14040.21,Touchpad UP
7.8667,864,15180.46,9508.47,Touchpad UP
7.9951,1652,12870.00,4246.77,Touchpad UP
8.0388,457,10444.79,6106.18,Touchpad UP
8.0601,215,10120.48,7310.47,Touchpad UP
8.1601,592,5918.41,2221.40,Touchpad UP
8.1841,102,4251.66,2830.48,Touchpad UP
8.2888,188,1795.07,846.59,Touchpad UP
8.4039,50,434.44,159.05,Touchpad UP
8.4344,3,98.28,140.82,Touchpad UP
8.7884,-157,443.60,133.08,Touchpad DOWN
8.7953,-97,14064.63,4312.54,Touchpad DOWN
8.8027,-114,15265.65,7598.48,Touchpad DOWN
8.8210,-259,14188.45,9575.47,Touchpad DOWN
8.8386,-256,14529.07,11061.55,Touchpad DOWN
8.8861,-728,15317.82,9595.94,Touchpad DOWN
8.9227,-505,13814.06,10861.37,Touchpad DOWN
8.9698,-609,12939.48,11484.81,Touchpad DOWN
8.9853,-192,12356.06,11746.18,Touchpad DOWN
8.9965,-130,11651.84,11717.88,Touchpad DOWN
9.0406,-483,10943.14,11485.46,Touchpad DOWN
9.1002,-553,9283.04,7091.66,Touchpad DOWN
9.2137,-526,4634.84,1583.94,Touchpad DOWN
9.2601,-125,2689.36,1505.30,Touchpad DOWN
9.2767,-34,2048.59,1668.29,Touchpad DOWN
9.3421,-59,903.07,612.65,Touchpad DOWN
9.4779,-13,95.71,31.57,Touchpad DOWN
9.6562,-189,1059.91,317.97,Touchpad DOWN
9.6634,-91,12608.41,4005.10,Touchpad DOWN
9.6702,-103,15134.47,7343.91,Touchpad DOWN
9.6815,-113,9987.07,8136.86,Touchpad DOWN
9.6839,-121,51227.49,21064.05,Touchpad DOWN
9.6948,-54,4959.33,16232.63,Touchpad DOWN
9.7237,-363,12541.56,15125.31,Touchpad DOWN
9.7434,-278,14168.57,14838.29,Touchpad DOWN
9.8128,-873,12565.34,8979.24,Touchpad DOWN
9.9189,-1098,10351.28,3444.20,Touchpad DOWN
9.9381,-150,7825.88,4758.70,Touchpad DOWN
9.9425,-22,4945.32,4814.69,Touchpad DOWN
10.0491,-466,4374.04,1500.85,Touchpad DOWN
10.0974,-106,2193.05,1331.72,Touchpad DOWN
10.1720,-60,804.57,646.50,Touchpad DOWN
10.2284,-14,248.08,314.04,Touchpad DOWN
10.6012,-160,429.18,128.75,Touchpad DOWN
10.6079,-75,11157.44,3437.36,Touchpad DOWN
10.6148,-83,12068.48,6026.69,Touchpad DOWN
10.6219,-95,13460.54,8256.85,Touchpad DOWN
10.6286,-107,15987.12,10575.93,Touchpad DOWN
10.6354,-110,16085.82,12228.90,Touchpad DOWN
10.6427,-112,15264.40,13139.55,Touchpad DOWN
10.7016,-676,11486.64,8455.65,Touchpad DOWN
10.7908,-1019,11428.62,4076.82,Touchpad DOWN
10.8064,-148,9481.26,5698.15,Touchpad DOWN
10.8282,-207,9477.57,6831.98,Touchpad DOWN
10.9702,-650,4578.40,1405.08,Touchpad DOWN
11.0371,-128,1912.38,1102.20,Touchpad DOWN
11.0793,-37,876.59,1034.52,Touchpad DOWN
11.0893,-6,602.13,904.80,Touchpad DOWN
11.1358,-13,279.23,488.19,Touchpad DOWN
11.4073,-202,744.12,223.24,Touchpad DOWN
11.4188,-86,7496.52,2405.22,Touchpad DOWN
11.4202,-92,63320.64,20679.85,Touchpad DOWN
11.4428,-332,14729.62,18894.78,Touchpad DOWN
11.4721,-216,7368.48,15436.89,Touchpad DOWN
11.5327,-807,13321.85,7395.78,Touchpad DOWN
11.6511,-1307,11038.24,3353.82,Touchpad DOWN
11.6725,-190,8884.65,5013.07,Touchpad DOWN
11.6787,-50,7985.50,5904.80,Touchpad DOWN
11.6943,-122,7829.62,6482.25,Touchpad DOWN
11.7242,-195,6514.24,6491.84,Touchpad DOWN
11.8527,-341,2655.06,945.62,Touchpad DOWN
11.9521,-49,492.67,204.35,Touchpad DOWN
12.2268,-164,596.99,179.10,Touchpad DOWN
12.2335,-94,14001.87,4325.93,Touchpad DOWN
12.2506,-222,13017.41,6933.37,Touchpad DOWN
12.2547,-127,30863.70,14112.47,Touchpad DOWN
12.2611,-52,8123.95,12315.92,Touchpad DOWN
12.2722,-574,51571.89,24092.71,Touchpad DOWN
12.3023,-357,11887.26,20431.07,Touchpad DOWN
12.3907,-1029,11639.16,4458.23,Touchpad DOWN
12.4864,-777,8118.59,2731.87,Touchpad DOWN
12.5126,-165,6289.63,3799.20,Touchpad DOWN
12.6579,-306,2105.74,653.67,Touchpad DOWN
12.6596,-1,617.72,642.89,Touchpad DOWN
12.6873,-25,902.05,720.63,Touchpad DOWN
12.7141,-15,559.48,672.29,Touchpad DOWN
12.8315,-3,25.56,28.84,Touchpad DOWN
13.1105,-199,713.18,213.95,Touchpad DOWN
13.1167,-96,15598.85,4829.42,Touchpad DOWN
13.1223,-100,17630.53,8669.76,Touchpad DOWN
13.1407,-215,11687.54,9575.09,Touchpad DOWN
13.1459,-48,9372.31,9514.26,Touchpad DOWN
13.2066,-660,10867.35,7369.23,Touchpad DOWN
13.3177,-1261,11343.86,3628.19,Touchpad DOWN
13.3424,-240,9747.02,5463.84,Mouse DOWN
13.3665,-206,8532.42,6384.41,Touchpad DOWN
13.3893,-167,7316.16,6663.94,Touchpad DOWN
13.4845,-409,4299.00,1676.07,Touchpad DOWN
13.5060,-64,2971.00,2064.55,Touchpad DOWN
13.5326,-56,2104.22,1557.82,Touchpad DOWN
13.6370,-59,565.19,238.33,Touchpad DOWN
13.6681,-7,225.10,234.36,Touchpad DOWN
13.6859,-2,112.60,197.83,Touchpad DOWN
13.9163,-185,803.05,240.92,Touchpad DOWN
13.9224,-88,14346.75,4472.66,Touchpad DOWN
13.9290,-90,13612.47,7214.61,Touchpad DOWN
13.9352,-97,15730.26,9769.30,Touchpad DOWN
13.9583,198,8550.46,9403.65,Touchpad UP
14.0456,-1005,11515.70,4362.06,Touchpad DOWN
14.0759,-302,9963.03,6042.35,Touchpad DOWN
14.1175,-368,8845.40,4088.32,Touchpad DOWN
14.1414,-181,7578.20,5135.28,Touchpad DOWN
14.1695,-175,6229.92,5463.68,Touchpad DOWN
14.2729,-324,3132.70,997.06,Touchpad DOWN
14.3048,-50,1568.01,1168.35,Touchpad DOWN
14.3348,-242,8059.95,3235.83,Touchpad DOWN
14.3378,-85,28797.73,10904.40,Touchpad DOWN
14.3519,-180,12770.86,11464.33,Touchpad DOWN
14.3588,-91,13102.70,11955.84,Touchpad DOWN
14.3723,-82,6085.91,10194.86,Touchpad DOWN
14.3734,-77,68264.94,27615.89,Touchpad DOWN
14.4380,-612,9479.60,8425.30,Touchpad DOWN
14.4629,-246,9872.82,8859.55,Touchpad DOWN
14.5947,-811,6152.30,2004.49,Touchpad DOWN
14.6152,-86,4204.52,2664.50,Touchpad DOWN
14.6371,-75,3422.47,2891.89,Touchpad DOWN
14.7342,-129,1328.20,680.11,Touchpad DOWN
14.7366,-1,425.21,603.64,Touchpad DOWN
14.7549,-14,761.37,650.96,Touchpad DOWN
14.7757,-7,337.86,557.03,Touchpad DOWN
14.8048,-4,137.41,431.14,Touchpad DOWN
14.8316,-335,12475.29,4044.39,Touchpad DOWN
14.8390,-114,15546.08,7494.89,Touchpad DOWN
14.9621,-1151,9349.56,2985.03,Touchpad DOWN
15.0121,-550,11003.74,4520.76,Touchpad DOWN
15.0232,-112,10045.81,6178.27,Touchpad DOWN
15.0549,-310,9767.68,7255.09,Touchpad DOWN
15.1649,-588,5347.09,1864.87,Touchpad DOWN
15.1942,-106,3615.63,2390.10,Touchpad DOWN
15.1950,-3,3775.25,2805.65,Touchpad DOWN
15.2134,-145,7888.22,4330.42,Touchpad DOWN
15.2249,-88,7682.52,5336.05,Touchpad DOWN
15.2325,-88,11540.83,7197.48,Touchpad DOWN
15.2336,-89,80105.81,29069.98,Touchpad DOWN
15.2526,-41,2161.74,20997.51,Touchpad DOWN
15.2946,-473,11237.14,18069.40,Touchpad DOWN
15.3215,-279,10407.24,15770.75,Touchpad DOWN
15.3879,-553,8324.54,5995.55,Touchpad DOWN
15.4977,-473,4307.55,1516.03,Touchpad DOWN
15.5201,-64,2859.13,1918.96,Touchpad DOWN
15.5396,-42,2152.98,1989.17,Touchpad DOWN
15.6163,-68,886.13,602.35,Touchpad DOWN
15.7201,-13,125.25,71.16,Touchpad DOWN
16.0815,235,650.30,195.09,Touchpad UP
16.0889,113,15336.90,4737.63,Touchpad UP
16.0968,117,14804.32,7757.64,Touchpad UP
16.1039,117,16385.64,10346.04,Touchpad UP
16.1110,101,14279.32,11526.03,Touchpad UP
16.1539,535,12453.05,8720.23,Touchpad UP
16.1742,297,14689.96,10511.15,Touchpad UP
16.2823,1357,12551.32,3898.43,Touchpad UP
16.3141,347,10898.62,4907.67,Touchpad UP
16.3423,282,9993.78,6433.50,Touchpad UP
16.4665,685,5515.42,1735.44,Touchpad UP
16.5148,156,3232.19,2184.47,Touchpad UP
16.5606,152,3318.04,2524.54,Touchpad UP
16.5675,93,13562.47,5835.92,Touchpad UP
16.5793,103,8726.48,6703.09,Touchpad UP
16.5819,107,40486.29,16838.05,Touchpad UP
16.5965,190,13026.00,15694.43,Touchpad UP
16.6022,84,14739.02,15407.81,Touchpad UP
16.6478,482,10577.60,9051.04,Touchpad UP
16.6688,264,12525.83,10093.48,Touchpad UP
16.6934,275,11211.01,10428.74,Touchpad UP
16.7569,667,10494.22,4971.73,Touchpad UP
16.8567,641,6423.54,2035.27,Touchpad UP
16.8872,149,4893.83,2892.84,Touchpad UP
16.9291,164,3913.96,3199.17,Touchpad UP
16.9418,78,6115.63,4074.11,Touchpad UP
16.9432,79,58833.45,20501.91,Touchpad UP
16.9496,72,11224.30,17718.63,Touchpad UP
16.9562,64,9624.45,15290.38,Touchpad UP
16.9970,236,5790.46,12440.40,Touchpad UP
17.0484,368,7151.81,7874.04,Touchpad UP
17.1717,385,3124.46,1232.53,Touchpad UP
17.1748,7,2204.88,1524.24,Touchpad UP
17.1996,46,1856.17,1623.82,Touchpad UP
17.2609,53,864.02,1395.88,Touchpad UP
17.2965,13,365.33,758.57,Touchpad UP
17.3309,189,5503.84,2182.15,Touchpad UP
17.3329,87,42020.32,14133.60,Touchpad UP
17.3395,88,13391.10,13910.85,Touchpad UP
17.3475,84,10511.10,12890.92,Touchpad UP
17.3538,73,11650.40,12518.77,Touchpad UP
17.3730,581,30246.38,17837.05,Touchpad UP
17.4120,404,10359.03,15593.64,Touchpad UP
17.4732,537,8766.98,8457.29,Touchpad UP
17.4750,16,9120.53,8656.26,Touchpad UP
17.5021,189,6974.21,8151.65,Touchpad UP
17.5308,171,5958.91,7493.83,Touchpad UP
17.6468,281,2421.12,1049.73,Touchpad UP
17.6767,38,1273.81,1116.96,Touchpad UP
17.7006,23,960.66,1070.07,Touchpad UP
17.7498,23,467.36,594.49,Touchpad UP
17.8454,5,52.32,42.77,Touchpad UP
18.0765,185,800.59,240.18,Touchpad UP
18.0830,91,14006.15,4369.97,Touchpad UP
18.0902,92,12823.63,6906.07,Touchpad UP
18.0964,92,14823.14,9281.19,Touchpad UP
18.1050,82,9496.71,9345.85,Touchpad UP
18.1129,72,9068.22,9262.56,Touchpad UP
18.1171,25,5935.56,8264.46,Touchpad UP
18.2047,872,9958.62,3535.14,Touchpad UP
18.2233,179,9606.30,5356.49,Touchpad UP
18.3170,567,6055.47,2498.72,Touchpad UP
18.3368,88,4440.77,3081.33,Touchpad UP
18.3523,65,4189.47,3413.77,Touchpad UP
18.3914,346,8849.61,5044.52,Touchpad UP
18.3954,106,26323.04,11428.08,Touchpad UP
18.4043,93,10491.40,11147.08,Touchpad UP
18.4084,79,19042.01,13515.56,Touchpad UP
18.4324,581,24210.09,16723.92,Touchpad UP
18.4840,413,8011.06,14110.06,Touchpad UP
18.5568,454,6239.58,6565.50,Touchpad UP
18.6572,297,2958.32,1233.55,Touchpad UP
18.6591,4,2079.73,1487.40,Touchpad UP
18.6759,124,7378.16,3254.63,Touchpad UP
18.6821,97,15716.29,6993.13,Touchpad UP
18.6854,103,30917.72,14170.50,Touchpad UP
18.7062,197,9450.30,12754.44,Touchpad UP
18.7081,86,45979.62,22722.00,Touchpad UP
18.7133,77,14869.31,20366.19,Touchpad UP
18.7935,727,9067.83,4541.78,Touchpad UP
18.8525,591,10009.42,3898.92,Touchpad UP
18.9407,552,6255.89,2399.33,Touchpad UP
18.9808,172,4296.24,2968.41,Touchpad UP
19.0419,279,4566.39,2541.66,Touchpad UP
19.0488,91,13059.66,5697.06,Touchpad UP
19.0649,88,5476.97,5631.03,Touchpad UP
19.0815,75,4508.84,5294.38,Touchpad UP
19.0825,68,68858.68,24363.67,Touchpad UP
19.1710,901,10183.39,5621.05,Touchpad UP
19.2230,388,7462.93,4725.19,Touchpad UP
19.2254,15,6303.43,5198.67,Touchpad UP
19.2472,132,6049.01,5453.77,Touchpad UP
19.2801,163,4950.38,4036.86,Touchpad UP
19.3270,165,3520.11,2753.36,Touchpad UP
19.4206,123,1313.69,719.97,Touchpad UP
19.5145,34,362.12,160.32,Touchpad UP
19.5490,3,87.07,138.35,Touchpad UP
20.0780,196,370.50,111.15,Touchpad UP
20.0816,90,24656.26,7474.68,Touchpad UP
20.0885,93,13510.80,9285.52,Touchpad UP
20.0970,92,10876.18,9762.72,Touchpad UP
20.1090,-241,20026.69,12841.91,Touchpad DOWN
20.1172,72,8843.82,11642.48,Touchpad UP
20.1178,-66,106923.16,40226.69,Touchpad DOWN
20.1273,46,4849.15,29613.43,Touchpad UP
20.1289,-32,19857.63,26686.69,Touchpad DOWN
20.1684,451,11415.24,22105.25,Touchpad UP
20.1697,-270,204268.05,76754.09,Touchpad DOWN
20.2199,503,10027.59,34224.28,Touchpad UP
20.2204,-261,442308.42,156649.53,Touchpad DOWN
20.2659,354,7781.11,72784.71,Touchpad UP
20.2663,-161,464431.19,190278.65,Touchpad DOWN
20.3278,338,5494.01,69747.97,Touchpad UP
20.3282,-134,372950.72,160708.79,Touchpad DOWN
20.3585,121,3993.32,113694.15,Touchpad UP
20.3588,-44,120778.39,115819.42,Touchpad DOWN
20.3896,98,3185.41,82029.22,Touchpad UP
20.3898,-30,136326.24,98318.32,Touchpad DOWN
20.3994,27,2817.35,69668.03,Touchpad UP
20.3998,-7,18338.62,54269.21,Touchpad DOWN
20.4246,51,2053.39,38604.46,Touchpad UP
20.4250,-18,51323.91,42420.30,Touchpad DOWN
20.4530,43,1533.83,20065.03,Touchpad UP
20.4532,-16,75403.22,36666.49,Touchpad DOWN
20.5473,50,531.43,4653.08,Touchpad UP
20.5476,-35,113272.10,37238.79,Touchpad DOWN
20.5631,4,258.15,26144.60,Touchpad UP
20.5634,-4,14781.69,22735.72,Touchpad DOWN
20.5911,5,180.67,10188.99,Touchpad UP
20.5913,-3,15363.75,11741.42,Touchpad DOWN
21.1720,155,266.90,80.07,Touchpad UP
21.1793,65,8899.58,2725.92,Touchpad UP
21.1860,65,9702.47,4818.89,Touchpad UP
21.1940,60,7461.18,5611.58,Touchpad UP
21.2003,26,4120.92,5164.38,Touchpad UP
21.3129,559,4964.32,1955.38,Touchpad UP
21.3415,106,3711.31,2482.16,Touchpad UP
21.4320,154,1701.07,821.30,Touchpad UP
21.5522,41,341.10,122.99,Touchpad UP
21.8524,-116,386.45,115.93,Touchpad DOWN
21.8593,-67,9696.98,2990.25,Touchpad DOWN
21.8671,-77,9950.75,5078.40,Touchpad DOWN
21.8739,-83,12218.85,7220.53,Touchpad DOWN
21.8805,-93,13945.03,9237.88,Touchpad DOWN
21.8872,284,42618.33,19252.02,Touchpad UP
21.9208,-309,9199.01,11774.25,Touchpad DOWN
21.9212,129,284471.72,93583.49,Touchpad UP
21.9643,-491,11408.05,28458.34,Touchpad DOWN
21.9648,169,294857.48,108378.08,Touchpad UP
22.1156,-991,6574.01,2161.84,Touchpad DOWN
22.1161,141,270414.66,82637.68,Touchpad UP
22.1435,-120,4384.02,59161.59,Mouse DOWN
22.1457,19,8643.36,44006.12,Touchpad UP
22.1779,-109,3379.75,31818.21,Touchpad DOWN
22.1782,21,88434.12,48802.98,Touchpad UP
22.3164,-93,673.01,394.39,Touchpad DOWN
22.3166,50,175493.89,52924.24,Touchpad UP
22.3446,-6,214.50,37111.32,Touchpad DOWN
22.3461,4,2640.00,26769.92,Touchpad UP
22.3482,-1,480.06,18882.97,Touchpad DOWN
22.7001,-202,574.05,172.22,Touchpad DOWN
22.7096,-99,10384.80,3235.99,Touchpad DOWN
22.7140,-110,25189.64,9822.08,Touchpad DOWN
22.7228,-121,13752.56,11001.23,Touchpad DOWN
22.7276,-479,99159.55,37448.72,Touchpad DOWN
22.7593,-356,11235.90,29584.88,Touchpad DOWN
22.8369,-1059,13648.88,9004.39,Touchpad DOWN
22.8614,-283,11539.73,9764.99,Touchpad DOWN
22.8644,-48,16106.13,11667.33,Touchpad DOWN
22.8819,-210,12027.75,11775.46,Touchpad DOWN
22.9073,-278,10912.75,11516.65,Touchpad DOWN
22.9100,-32,11926.22,11639.52,Touchpad DOWN
22.9289,-189,10001.81,11148.21,Touchpad DOWN
22.9531,-248,10259.27,10881.53,Touchpad DOWN
23.0269,-538,7291.50,5279.43,Touchpad DOWN
23.0322,-31,5850.32,5450.70,Touchpad DOWN
23.0348,-13,4856.68,5272.49,Touchpad DOWN
23.0702,-184,5198.03,3932.08,Touchpad DOWN
23.1107,-145,3584.69,3827.86,Touchpad DOWN
23.2026,-131,1424.98,861.41,Touchpad DOWN
23.3224,-40,333.85,125.29,Touchpad DOWN
23.4030,-221,2743.52,843.66,Touchpad DOWN
23.4088,-114,19796.74,6529.58,Touchpad DOWN
23.4158,-129,18187.07,10026.83,Touchpad DOWN
23.4235,-135,17725.74,12336.50,Touchpad DOWN
23.4349,-141,12340.56,12337.72,Touchpad DOWN
