Timestamp_Seconds,Delta,Instant_Velocity,Smoothed_Velocity,Gesture_Type,App_Offset,App_Target,App_Velocity
3.1040,-78,4141.79,3965.06,Touchpad DOWN,0.00,0.00,0.00
3.1071,-41,13289.53,6762.40,Touchpad DOWN,0.00,0.00,0.00
3.1112,-40,9694.45,7642.02,Touchpad DOWN,0.00,0.00,0.00
3.1185,-41,5639.91,7041.38,Touchpad DOWN,0.00,0.00,0.00
3.1313,-39,3047.67,5843.27,Touchpad DOWN,0.00,0.00,0.00
3.1326,-32,24708.71,11502.90,Touchpad DOWN,0.00,0.00,0.00
3.1392,-32,4854.87,9508.49,Touchpad DOWN,0.00,0.00,0.00
3.1453,-30,4888.66,8122.54,Touchpad DOWN,0.00,0.00,0.00
3.1643,-51,2680.74,6490.00,Touchpad DOWN,0.00,0.00,0.00
3.1662,-22,12068.36,8163.51,Touchpad DOWN,0.00,0.00,0.00
3.2846,-176,1485.74,684.19,Touchpad DOWN,0.00,0.00,0.00
3.3091,-17,695.79,687.67,Touchpad DOWN,0.00,0.00,0.00
3.3653,-8,142.13,350.84,Touchpad DOWN,0.00,0.00,0.00
4.2938,-154,165.87,49.76,Touchpad DOWN,0.00,0.00,0.00
4.3016,-44,5653.22,1730.80,Touchpad DOWN,0.00,0.00,0.00
4.3063,-43,9054.88,3928.02,Touchpad DOWN,0.00,0.00,0.00
4.3132,-44,6410.64,4672.81,Touchpad DOWN,0.00,0.00,0.00
4.3252,-41,3416.37,4295.88,Touchpad DOWN,0.00,0.00,0.00
4.3278,-38,14334.34,7307.42,Touchpad DOWN,0.00,0.00,0.00
4.3339,-40,6625.29,7102.78,Touchpad DOWN,0.00,0.00,0.00
4.3401,-36,5748.03,6696.35,Touchpad DOWN,0.00,0.00,0.00
4.3486,-37,4343.27,5990.43,Touchpad DOWN,0.00,0.00,0.00
4.3611,-33,2658.96,4990.99,Touchpad DOWN,0.00,0.00,0.00
4.3633,-30,13588.46,7570.23,Touchpad DOWN,0.00,0.00,0.00
4.3731,-30,3035.03,6209.67,Touchpad DOWN,0.00,0.00,0.00
4.3752,-28,13936.22,8527.63,Touchpad DOWN,0.00,0.00,0.00
4.3863,-23,2059.63,6587.23,Touchpad DOWN,0.00,0.00,0.00
4.3904,-22,5407.25,6233.24,Touchpad DOWN,0.00,0.00,0.00
4.4612,-133,1877.59,2441.50,Touchpad DOWN,0.00,0.00,0.00
4.5017,-50,1234.98,2079.54,Touchpad DOWN,0.00,0.00,0.00
4.5435,-20,478.11,1599.11,Touchpad DOWN,0.00,0.00,0.00
4.5986,-6,108.97,665.04,Touchpad DOWN,0.00,0.00,0.00
4.7042,39,369.44,280.38,Touchpad UP,0.00,0.00,0.00
4.7108,16,2407.41,918.49,Touchpad UP,0.00,0.00,0.00
4.7183,17,2274.93,1325.42,Touchpad UP,0.00,0.00,0.00
4.7248,16,2443.88,1660.96,Touchpad UP,0.00,0.00,0.00
4.7336,16,1831.32,1712.07,Touchpad UP,0.00,0.00,0.00
4.7403,16,2389.15,1915.19,Touchpad UP,0.00,0.00,0.00
4.7496,16,1719.02,1856.34,Touchpad UP,0.00,0.00,0.00
4.7532,18,4928.03,2777.85,Touchpad UP,0.00,0.00,0.00
4.7610,16,2068.45,2565.03,Touchpad UP,0.00,0.00,0.00
4.7671,19,3073.94,2717.70,Touchpad UP,0.00,0.00,0.00
4.7879,50,2411.93,2625.97,Touchpad UP,0.00,0.00,0.00
4.7879,32,32000.00,11438.18,Touchpad UP,0.00,0.00,0.00
4.7954,36,4796.38,9445.64,Touchpad UP,0.00,0.00,0.00
4.8036,42,5096.36,8140.86,Touchpad UP,0.00,0.00,0.00
4.8150,50,4383.95,7013.79,Touchpad UP,0.00,0.00,0.00
4.8161,56,53625.80,20997.39,Touchpad UP,0.00,0.00,0.00
4.8239,68,8666.44,17298.11,Touchpad UP,0.00,0.00,0.00
4.8301,73,11809.93,15651.65,Touchpad UP,0.00,0.00,0.00
4.8369,83,12242.05,14628.77,Touchpad UP,0.00,0.00,0.00
4.8437,82,11958.31,13827.63,Touchpad UP,0.00,0.00,0.00
4.8514,90,11717.39,13194.56,Touchpad UP,0.00,0.00,0.00
4.8589,83,11021.92,12542.77,Touchpad UP,0.00,0.00,0.00
4.8641,83,16117.00,13615.04,Touchpad UP,0.00,0.00,0.00
4.8781,-365,26047.15,17344.67,Touchpad DOWN,0.00,0.00,0.00
4.8832,68,13281.77,16125.80,Touchpad UP,0.00,0.00,0.00
4.9072,41,1709.61,11800.94,Touchpad UP,0.00,0.00,0.00
4.9669,557,9330.32,7198.65,Touchpad UP,0.00,0.00,0.00
4.9998,247,7501.76,7289.58,Touchpad UP,0.00,0.00,0.00
5.1085,395,3633.68,1381.96,Touchpad UP,0.00,0.00,0.00
5.1783,96,1375.40,904.22,Touchpad UP,0.00,0.00,0.00
5.1961,15,843.48,886.00,Touchpad UP,0.00,0.00,0.00
5.3111,5,43.50,48.04,Touchpad UP,0.00,0.00,0.00
5.6390,-4,12.20,3.66,Touchpad DOWN,0.00,0.00,0.00
5.6465,-12,1597.22,481.73,Touchpad DOWN,0.00,0.00,0.00
5.6534,-11,1608.97,819.90,Touchpad DOWN,0.00,0.00,0.00
5.6599,-9,1384.66,989.33,Touchpad DOWN,0.00,0.00,0.00
5.6670,-6,840.65,944.73,Touchpad DOWN,0.00,0.00,0.00
5.6735,-6,920.24,937.38,Touchpad DOWN,0.00,0.00,0.00
5.6822,-3,347.86,760.53,Touchpad DOWN,0.00,0.00,0.00
5.6877,-3,544.57,695.74,Touchpad DOWN,0.00,0.00,0.00
5.6947,-3,426.64,615.01,Touchpad DOWN,0.00,0.00,0.00
5.7041,-3,319.61,526.39,Touchpad DOWN,0.00,0.00,0.00
5.7074,-1,304.93,459.95,Touchpad DOWN,0.00,0.00,0.00
5.7157,-2,240.38,394.08,Touchpad DOWN,0.00,0.00,0.00
5.7224,-1,149.94,320.84,Touchpad DOWN,0.00,0.00,0.00
5.7291,-2,297.79,313.92,Touchpad DOWN,0.00,0.00,0.00
5.7363,-1,137.82,261.09,Touchpad DOWN,0.00,0.00,0.00
5.7435,-3,417.91,308.14,Touchpad DOWN,0.00,0.00,0.00
5.7497,-2,322.48,312.44,Touchpad DOWN,0.00,0.00,0.00
5.7569,-1,138.60,260.29,Touchpad DOWN,0.00,0.00,0.00
5.7641,-1,139.24,223.97,Touchpad DOWN,0.00,0.00,0.00
5.7707,-2,304.32,248.08,Touchpad DOWN,0.00,0.00,0.00
6.0914,-4,12.47,3.74,Touchpad DOWN,0.00,0.00,0.00
6.0997,-16,1918.82,578.27,Touchpad DOWN,0.00,0.00,0.00
6.1050,-18,3420.66,1430.99,Touchpad DOWN,0.00,0.00,0.00
6.1128,-23,2939.07,1883.41,Touchpad DOWN,0.00,0.00,0.00
6.1187,-24,4052.30,2534.08,Touchpad DOWN,0.00,0.00,0.00
6.1260,-23,3153.41,2719.88,Touchpad DOWN,0.00,0.00,0.00
6.1322,-27,4374.97,3216.41,Touchpad DOWN,0.00,0.00,0.00
6.1448,-26,2059.99,2869.48,Touchpad DOWN,0.00,0.00,0.00
6.1459,-27,25679.41,9712.46,Touchpad DOWN,0.00,0.00,0.00
6.1659,-53,2642.69,7591.53,Touchpad DOWN,0.00,0.00,0.00
6.1674,-26,17233.23,10484.04,Touchpad DOWN,0.00,0.00,0.00
6.1814,-49,3500.02,8388.83,Touchpad DOWN,0.00,0.00,0.00
6.1879,-23,3550.18,6937.24,Touchpad DOWN,0.00,0.00,0.00
6.1952,-27,3678.86,5959.72,Touchpad DOWN,0.00,0.00,0.00
6.2122,-55,3246.23,5145.67,Touchpad DOWN,0.00,0.00,0.00
6.2159,-31,8426.66,6129.97,Touchpad DOWN,0.00,0.00,0.00
6.3304,-118,1029.97,613.67,Touchpad DOWN,0.00,0.00,0.00
6.3669,-22,603.47,610.61,Touchpad DOWN,0.00,0.00,0.00
6.3843,-4,229.53,496.29,Touchpad DOWN,0.00,0.00,0.00
6.4183,-3,88.19,373.86,Touchpad DOWN,0.00,0.00,0.00
6.6324,-48,224.25,67.27,Touchpad DOWN,0.00,0.00,0.00
6.6411,-16,1826.14,594.93,Touchpad DOWN,0.00,0.00,0.00
6.6454,-18,4204.11,1677.69,Touchpad DOWN,0.00,0.00,0.00
6.6536,-20,2455.18,1910.94,Touchpad DOWN,0.00,0.00,0.00
6.6601,-21,3223.91,2304.83,Touchpad DOWN,0.00,0.00,0.00
6.6729,-18,1407.96,2035.77,Touchpad DOWN,0.00,0.00,0.00
6.6754,-16,6369.48,3335.88,Touchpad DOWN,0.00,0.00,0.00
6.6804,-12,2394.01,3053.32,Touchpad DOWN,0.00,0.00,0.00
6.6875,-10,1414.13,2561.56,Touchpad DOWN,0.00,0.00,0.00
6.6943,-9,1320.21,2189.16,Touchpad DOWN,0.00,0.00,0.00
6.7043,-6,600.96,1712.70,Touchpad DOWN,0.00,0.00,0.00
6.7084,-5,1205.61,1560.57,Touchpad DOWN,0.00,0.00,0.00
6.7206,-5,410.69,1215.61,Touchpad DOWN,0.00,0.00,0.00
6.7226,-4,1998.00,1450.32,Touchpad DOWN,0.00,0.00,0.00
6.7291,-3,459.16,1152.98,Touchpad DOWN,0.00,0.00,0.00
6.7363,-5,694.35,1015.39,Touchpad DOWN,0.00,0.00,0.00
6.7439,-3,396.09,829.60,Touchpad DOWN,0.00,0.00,0.00
6.7552,-4,354.50,687.07,Touchpad DOWN,0.00,0.00,0.00
6.7572,-6,2899.96,1350.94,Touchpad DOWN,0.00,0.00,0.00
6.7629,-6,1062.57,1264.43,Touchpad DOWN,0.00,0.00,0.00
6.7708,-7,887.20,1151.26,Touchpad DOWN,0.00,0.00,0.00
6.7789,-9,1106.81,1137.92,Touchpad DOWN,0.00,0.00,0.00
6.7844,-7,1270.45,1177.68,Touchpad DOWN,0.00,0.00,0.00
6.7918,-9,1227.32,1192.57,Touchpad DOWN,0.00,0.00,0.00
6.8001,-7,834.73,1085.22,Touchpad DOWN,0.00,0.00,0.00
6.8052,-8,1576.95,1232.74,Touchpad DOWN,0.00,0.00,0.00
6.8118,-6,915.65,1137.62,Touchpad DOWN,0.00,0.00,0.00
6.8196,-5,638.81,987.97,Touchpad DOWN,0.00,0.00,0.00
6.8259,-5,788.61,928.16,Touchpad DOWN,0.00,0.00,0.00
6.8473,-6,280.25,733.79,Touchpad DOWN,0.00,0.00,0.00
6.9607,-4,35.29,43.94,Touchpad DOWN,0.00,0.00,0.00
7.2019,-4,16.58,4.98,Touchpad DOWN,0.00,0.00,0.00
7.2095,-6,782.71,238.30,Touchpad DOWN,0.00,0.00,0.00
7.2158,-7,1123.92,503.98,Touchpad DOWN,0.00,0.00,0.00
7.2231,-9,1231.61,722.27,Touchpad DOWN,0.00,0.00,0.00
7.2296,-7,1067.95,825.97,Touchpad DOWN,0.00,0.00,0.00
7.2362,-8,1223.77,945.31,Touchpad DOWN,0.00,0.00,0.00
7.2490,-7,545.73,825.44,Touchpad DOWN,0.00,0.00,0.00
7.2500,-7,6970.59,2668.98,Touchpad DOWN,0.00,0.00,0.00
7.2566,-8,1207.73,2230.61,Touchpad DOWN,0.00,0.00,0.00
7.2633,-6,901.84,1831.98,Touchpad DOWN,0.00,0.00,0.00
7.2753,-7,583.45,1457.42,Touchpad DOWN,0.00,0.00,0.00
7.2773,-6,2981.03,1914.50,Touchpad DOWN,0.00,0.00,0.00
7.2848,-6,795.56,1578.82,Touchpad DOWN,0.00,0.00,0.00
7.2920,-6,840.74,1357.39,Touchpad DOWN,0.00,0.00,0.00
7.2992,-5,693.69,1158.28,Touchpad DOWN,0.00,0.00,0.00
7.3047,-5,906.25,1082.67,Touchpad DOWN,0.00,0.00,0.00
7.3120,-4,546.54,921.83,Touchpad DOWN,0.00,0.00,0.00
7.3192,-5,697.54,854.54,Touchpad DOWN,0.00,0.00,0.00
7.3262,-4,566.72,768.20,Touchpad DOWN,0.00,0.00,0.00
7.3335,-3,416.17,662.59,Touchpad DOWN,0.00,0.00,0.00
7.3408,-3,409.88,586.78,Touchpad DOWN,0.00,0.00,0.00
7.3477,-1,144.64,454.14,Touchpad DOWN,0.00,0.00,0.00
7.3543,-3,454.09,454.12,Touchpad DOWN,0.00,0.00,0.00
7.3615,-2,278.26,401.36,Touchpad DOWN,0.00,0.00,0.00
7.3681,-1,151.76,326.48,Touchpad DOWN,0.00,0.00,0.00
7.3752,-3,417.70,353.85,Touchpad DOWN,0.00,0.00,0.00
7.3813,-2,332.08,347.32,Touchpad DOWN,0.00,0.00,0.00
7.3892,-1,126.78,281.16,Touchpad DOWN,0.00,0.00,0.00
7.3959,-2,295.63,285.50,Touchpad DOWN,0.00,0.00,0.00
7.4035,-1,132.12,239.49,Touchpad DOWN,0.00,0.00,0.00
7.4098,-2,317.80,262.98,Touchpad DOWN,0.00,0.00,0.00
7.4168,-3,428.33,312.58,Touchpad DOWN,0.00,0.00,0.00
7.4239,-1,140.40,260.93,Touchpad DOWN,0.00,0.00,0.00
7.4391,-3,197.23,241.82,Touchpad DOWN,0.00,0.00,0.00
7.4391,-3,3000.00,1069.27,Touchpad DOWN,0.00,0.00,0.00
7.4499,-3,279.41,832.31,Touchpad DOWN,0.00,0.00,0.00
7.4514,-4,2657.15,1379.76,Touchpad DOWN,0.00,0.00,0.00
7.4586,-5,689.17,1172.59,Touchpad DOWN,0.00,0.00,0.00
7.4755,-8,475.22,963.38,Touchpad DOWN,0.00,0.00,0.00
7.4795,-5,1227.77,1042.69,Touchpad DOWN,0.00,0.00,0.00
7.4862,-6,905.08,1001.41,Touchpad DOWN,0.00,0.00,0.00
7.4988,-6,474.74,843.41,Touchpad DOWN,0.00,0.00,0.00
7.4999,-4,3663.15,1689.33,Touchpad DOWN,0.00,0.00,0.00
7.5075,-6,792.50,1420.28,Touchpad DOWN,0.00,0.00,0.00
7.5187,-6,534.74,1154.62,Touchpad DOWN,0.00,0.00,0.00
7.5333,-12,822.14,1054.88,Touchpad DOWN,0.00,0.00,0.00
7.5343,-7,7003.85,2839.57,Touchpad DOWN,0.00,0.00,0.00
7.5447,-6,574.08,2159.92,Touchpad DOWN,0.00,0.00,0.00
7.5473,-6,2371.67,2223.45,Touchpad DOWN,0.00,0.00,0.00
7.5545,-6,830.28,1805.50,Touchpad DOWN,0.00,0.00,0.00
7.5632,-7,799.61,1503.73,Touchpad DOWN,0.00,0.00,0.00
7.5693,-6,987.24,1348.78,Touchpad DOWN,0.00,0.00,0.00
7.5769,-6,786.43,1180.08,Touchpad DOWN,0.00,0.00,0.00
7.5842,-6,827.77,1074.39,Touchpad DOWN,0.00,0.00,0.00
7.5899,-4,702.48,962.81,Touchpad DOWN,0.00,0.00,0.00
7.5974,-3,396.87,793.03,Touchpad DOWN,0.00,0.00,0.00
7.6042,-4,595.87,733.88,Touchpad DOWN,0.00,0.00,0.00
7.6168,-2,157.89,561.09,Touchpad DOWN,0.00,0.00,0.00
7.6193,-3,1193.26,750.74,Touchpad DOWN,0.00,0.00,0.00
7.6249,-1,180.76,579.74,Touchpad DOWN,0.00,0.00,0.00
7.6333,-2,237.34,477.02,Touchpad DOWN,0.00,0.00,0.00
7.6388,-1,181.52,388.37,Touchpad DOWN,0.00,0.00,0.00
7.6457,-2,289.81,358.80,Touchpad DOWN,0.00,0.00,0.00
7.6663,-1,48.67,265.76,Touchpad DOWN,0.00,0.00,0.00
8.0419,-51,135.78,40.73,Touchpad DOWN,0.00,0.00,0.00
8.0489,-9,1283.27,413.50,Touchpad DOWN,0.00,0.00,0.00
8.0549,-9,1485.41,735.07,Touchpad DOWN,0.00,0.00,0.00
8.0669,-8,667.95,714.93,Touchpad DOWN,0.00,0.00,0.00
8.0704,-9,2553.18,1266.41,Touchpad DOWN,0.00,0.00,0.00
8.0817,-8,709.26,1099.26,Touchpad DOWN,0.00,0.00,0.00
8.0835,-8,4464.40,2108.80,Touchpad DOWN,0.00,0.00,0.00
8.0903,-9,1333.03,1876.07,Touchpad DOWN,0.00,0.00,0.00
8.0978,-11,1451.91,1748.82,Touchpad DOWN,0.00,0.00,0.00
8.1075,-10,1034.84,1534.63,Touchpad DOWN,0.00,0.00,0.00
8.1128,-12,2269.44,1755.07,Touchpad DOWN,0.00,0.00,0.00
8.1181,-11,2083.51,1853.60,Touchpad DOWN,0.00,0.00,0.00
8.1250,-14,2012.07,1901.14,Touchpad DOWN,0.00,0.00,0.00
8.1321,-13,1848.71,1885.41,Touchpad DOWN,0.00,0.00,0.00
8.1396,-17,2248.32,1994.29,Touchpad DOWN,0.00,0.00,0.00
8.1459,-20,3186.92,2352.08,Touchpad DOWN,0.00,0.00,0.00
8.1534,-20,2648.59,2441.03,Touchpad DOWN,0.00,0.00,0.00
8.1592,-22,3833.28,2858.70,Touchpad DOWN,0.00,0.00,0.00
8.1660,-24,3533.53,3061.15,Touchpad DOWN,0.00,0.00,0.00
8.1737,-28,3612.33,3226.51,Touchpad DOWN,0.00,0.00,0.00
8.1808,-28,3953.16,3444.50,Touchpad DOWN,0.00,0.00,0.00
8.1884,-25,3298.55,3400.72,Touchpad DOWN,0.00,0.00,0.00
8.1950,-26,3937.18,3561.65,Touchpad DOWN,0.00,0.00,0.00
8.2022,-26,3610.99,3576.46,Touchpad DOWN,0.00,0.00,0.00
8.2085,-27,4288.82,3790.16,Touchpad DOWN,0.00,0.00,0.00
8.2179,-23,2433.01,3383.02,Touchpad DOWN,0.00,0.00,0.00
8.2228,-21,4316.61,3663.10,Touchpad DOWN,0.00,0.00,0.00
8.2340,-21,1870.07,3125.19,Touchpad DOWN,0.00,0.00,0.00
8.2417,-17,2223.71,2854.74,Touchpad DOWN,0.00,0.00,0.00
8.2433,-19,11640.63,5490.51,Touchpad DOWN,0.00,0.00,0.00
8.2560,-15,1179.30,4197.15,Touchpad DOWN,0.00,0.00,0.00
8.2571,-15,13996.57,7136.97,Touchpad DOWN,0.00,0.00,0.00
8.2684,-11,973.81,5288.03,Touchpad DOWN,0.00,0.00,0.00
8.2705,-11,5274.04,5283.83,Touchpad DOWN,0.00,0.00,0.00
8.2777,-10,1396.19,4117.54,Touchpad DOWN,0.00,0.00,0.00
8.2856,-9,1128.28,3220.76,Touchpad DOWN,0.00,0.00,0.00
8.2918,-9,1461.94,2693.11,Touchpad DOWN,0.00,0.00,0.00
8.2992,-9,1218.57,2250.75,Touchpad DOWN,0.00,0.00,0.00
8.3057,-7,1071.81,1897.07,Touchpad DOWN,0.00,0.00,0.00
8.3135,-4,515.48,1482.59,Touchpad DOWN,0.00,0.00,0.00
8.3870,-28,380.73,561.02,Touchpad DOWN,0.00,0.00,0.00
8.4253,-2,52.26,408.39,Touchpad DOWN,0.00,0.00,0.00
8.7647,-72,212.12,63.64,Touchpad DOWN,0.00,0.00,0.00
8.7718,-16,2268.19,725.00,Touchpad DOWN,0.00,0.00,0.00
8.7784,-16,2422.35,1234.21,Touchpad DOWN,0.00,0.00,0.00
8.7853,-19,2758.55,1691.51,Touchpad DOWN,0.00,0.00,0.00
8.7920,-19,2812.09,2027.68,Touchpad DOWN,0.00,0.00,0.00
8.7991,-19,2675.93,2222.16,Touchpad DOWN,0.00,0.00,0.00
8.8060,-19,2778.36,2389.02,Touchpad DOWN,0.00,0.00,0.00
8.8128,-21,3089.67,2599.21,Touchpad DOWN,0.00,0.00,0.00
8.8191,-19,2970.80,2710.69,Touchpad DOWN,0.00,0.00,0.00
8.8263,-19,2642.21,2690.15,Touchpad DOWN,0.00,0.00,0.00
8.8381,-22,1874.36,2445.41,Touchpad DOWN,0.00,0.00,0.00
8.8404,-27,11816.17,5256.64,Touchpad DOWN,0.00,0.00,0.00
8.8474,-28,3983.74,4874.77,Touchpad DOWN,0.00,0.00,0.00
8.8546,-29,4045.19,4625.89,Touchpad DOWN,0.00,0.00,0.00
8.8607,-31,5080.43,4762.26,Touchpad DOWN,0.00,0.00,0.00
8.8718,-31,2784.17,4168.83,Touchpad DOWN,0.00,0.00,0.00
8.8750,-29,8986.02,5613.99,Touchpad DOWN,0.00,0.00,0.00
8.8822,-35,4866.43,5389.72,Touchpad DOWN,0.00,0.00,0.00
8.8886,-37,5774.48,5505.15,Touchpad DOWN,0.00,0.00,0.00
8.8953,-35,5226.45,5421.54,Touchpad DOWN,0.00,0.00,0.00
8.9024,-37,5208.22,5357.54,Touchpad DOWN,0.00,0.00,0.00
8.9091,-38,5712.88,5464.14,Touchpad DOWN,0.00,0.00,0.00
8.9162,-39,5445.15,5458.45,Touchpad DOWN,0.00,0.00,0.00
8.9235,-36,4938.67,5302.51,Touchpad DOWN,0.00,0.00,0.00
8.9330,-40,4200.29,4971.85,Touchpad DOWN,0.00,0.00,0.00
8.9379,-41,8521.63,6036.78,Touchpad DOWN,0.00,0.00,0.00
8.9503,-40,3205.12,5187.28,Touchpad DOWN,0.00,0.00,0.00
8.9522,-40,21194.06,9989.32,Touchpad DOWN,0.00,0.00,0.00
8.9574,-23,4487.76,8338.85,Touchpad DOWN,0.00,0.00,0.00
8.9792,162,7430.12,8066.23,Touchpad UP,0.00,0.00,0.00
9.0114,-86,2663.19,6445.32,Touchpad DOWN,0.00,0.00,0.00
9.0420,-102,3337.54,5512.98,Touchpad DOWN,0.00,0.00,0.00
9.0842,-90,2131.04,3203.45,Touchpad DOWN,0.00,0.00,0.00
9.1260,-49,1174.24,1816.46,Touchpad DOWN,0.00,0.00,0.00
9.2139,-19,215.99,391.78,Touchpad DOWN,0.00,0.00,0.00
9.3697,82,526.28,162.79,Touchpad UP,0.00,0.00,0.00
9.3862,47,2851.16,969.30,Touchpad UP,0.00,0.00,0.00
9.3915,25,4735.26,2099.09,Touchpad UP,0.00,0.00,0.00
9.3991,25,3291.72,2456.88,Touchpad UP,0.00,0.00,0.00
9.4045,23,4265.33,2999.41,Touchpad UP,0.00,0.00,0.00
9.4281,53,2249.34,2774.39,Touchpad UP,0.00,0.00,0.00
9.4281,27,27000.00,10042.07,Touchpad UP,0.00,0.00,0.00
9.4324,29,6607.00,9011.55,Touchpad UP,0.00,0.00,0.00
9.4399,35,4683.08,7713.01,Touchpad UP,0.00,0.00,0.00
